Title,URL,Location,Confirmed_US
Logistics Distribution Scheduler,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Allentown-Pennsylvania/Logistics-Distribution-Scheduler_JR-2025-16695?q=Data%20Engineer,"Allentown, Pennsylvania",True
TRACK and Requisition Team Lead,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Edmonton-Alberta/TRACK-and-Requisition-Team-Lead_JR-2025-16275?q=Data%20Engineer,2 Locations,False
Mechanical Technician (Relief Valve Technician),https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Ellesmere-Port-United-Kingdom/Mechanical-Technician--Relief-Valve-Technician-_JR-2025-16073?q=Data%20Engineer,7 Locations,False
Sales Specialist,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Taichung-Taichung-City/Sales-Specialist_JR-2025-16393?q=Data%20Engineer,"Taichung, Taichung City",False
Project Lead,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Jubail-Saudi-Arabia/Project-Lead_JR-2025-15916?q=Data%20Engineer,"Jubail, Saudi Arabia",False
Installation and Maintenance Technician,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Worcester-United-Kingdom/Installation-and-Maintenance-Technician_JR-2024-13044?q=Data%20Engineer,3 Locations,False
Field service technician,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Polanenpark-Netherlands/Field-service-technician_JR-2025-14419?q=Data%20Engineer,"Polanenpark, Netherlands",False
Project Manager,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/St-Louis-Missouri/Project-Manager--Construction-Expansion-_JR-2025-15153?q=Data%20Engineer,"St. Louis, Missouri",True
Technician,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Cardiff-United-Kingdom/Workshop-Technician_JR-2024-12920?q=Data%20Engineer,"Cardiff, United Kingdom",True
Senior Contracts Manager,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Edmonton-Canada/Senior-Contracts-Manager_JR-2025-15625-1?q=Data%20Engineer,4 Locations,False
Senior Onsite Commercial Specialist,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Taipei-TW-APSF-Office-0L01/Senior-Onsite-Commercial-Specialist_JR-2025-15310?q=Data%20Engineer,Taipei TW (APSF Office) (0L01),False
HYCO Operator,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Jubail-Saudi-Arabia/HYCO-Operator_JR-2025-15586-1?q=Data%20Engineer,"Jubail, Saudi Arabia",False
Business Development Manager,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Allentown-Pennsylvania/Business-Development-Manager_JR-2024-14229?q=Data%20Engineer,"Allentown, Pennsylvania",True
Electrical Technician,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Hull-United-Kingdom/Plant-Supervisor---Electrical_JR-2025-14736?q=Data%20Engineer,"Hull, United Kingdom",True
Business Development Manager,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Hsin-Chu-Hsinchu-City/TSMC-Focus-Account-Business-Development-Manager_JR-2025-15277?q=Data%20Engineer,2 Locations,False
HYCO Operator,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Jubail-Saudi-Arabia/HYCO-Operator_JR-2025-14548?q=Data%20Engineer,"Jubail, Saudi Arabia",False
Onsite Sales Specialist,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Nanke-Tainan-City/Onsite-Sales-Specialist_JR-2025-15602?q=Data%20Engineer,"Nanke, Tainan City",False
Maintenance Tech II,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Port-Arthur-Texas/Maintenance-Tech-II_JR-2025-16064?q=Data%20Engineer,"Port Arthur, Texas",True
Turnaround Planning Supervisor – Control Valve,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Gonzales-Louisiana/Turnaround-Planning-Supervisor---Control-Valve_JR-2025-16670-1?q=Data%20Engineer,"Gonzales, Louisiana",True
Turnaround Planning Supervisor – Mechanical,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Gonzales-Louisiana/Turnaround-Planning-Supervisor---Mechanical_JR-2025-16671?q=Data%20Engineer,"Gonzales, Louisiana",True
Gasification Field Operator,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Changzhi-Shanxi/Gasification-Field-Operator_JR-2025-16346?q=Data%20Engineer,"Changzhi, Shanxi",False
Gasification Field Operator,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Changzhi-Shanxi/Gasification-Field-Operator_JR-2025-16345?q=Data%20Engineer,"Changzhi, Shanxi",False
Lead Process Tech,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Hohhot-CN-Jiutai-0C99/Lead-Process--Tech_JR-2025-16448-1?q=Data%20Engineer,Hohhot CN (Jiutai) (0C99),False
Ingeniero Comercial de Gases Especiales,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Ca-Nestella-ES-Sant-Esteve-0E75/Ingeniero-Comercial-de-Gases-Especiales_JR-2025-15355?q=Data%20Engineer,9 Locations,False
Warehouse Section Head,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Jazan-Saudi-Arabia/Warehouse-Section-Head_JR-2025-15863?q=Data%20Engineer,"Jazan, Saudi Arabia",False
Utilities Operations Technician,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/La-Porte-Texas/Utilities-Operations-Technician_JR-2025-16740?q=Data%20Engineer,"La Porte, Texas",True
Sales Account Manager,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Pennsylvania-United-States/Sales-Account-Manager_JR-2025-16566-1?q=Data%20Engineer,"Pennsylvania, United States",True
ASU & Utilities Supervisor,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Texas-City-Texas/ASU---Utilities-Supervisor_JR-2025-15906?q=Data%20Engineer,"Texas City, Texas",True
Field Service Technician,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Michigan-United-States/Field-Service-Technician_JR-2025-16424?q=Data%20Engineer,2 Locations,False
Distribution Supervisor,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Taichung-Taichung-City/Distribution-Supervisor_JR-2025-16538?q=Data%20Engineer,"Taichung, Taichung City",False
Purification Field Operator,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Hohhot-CN-Jiutai-0C99/Purification-Field-Operator_JR-2025-14785?q=Data%20Engineer,Hohhot CN (Jiutai) (0C99),False
Purification Field Operator,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Hohhot-CN-Jiutai-0C99/Purification--Field-Operator_JR-2025-14784?q=Data%20Engineer,Hohhot CN (Jiutai) (0C99),False
Workshop Technician,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Worcester-United-Kingdom/Workshop-Technician_JR-2025-14945-1?q=Data%20Engineer,"Worcester, United Kingdom",True
Chauffeur (H/F) SPL ADR CITERNE,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Strasbourg-France/Chauffeur--H-F--SPL-ADR-CITERNE_JR-2025-16591-1?q=Data%20Engineer,2 Locations,False
Process Tech,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Yunlin-Yunlin-County/Process-Tech_JR-2025-15921?q=Data%20Engineer,"Yunlin, Yunlin County",False
Purification Field Operator,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Changzhi-Shanxi/Purification-Field-Operator_JR-2025-16344?q=Data%20Engineer,"Changzhi, Shanxi",False
Logistics Distribution Scheduler,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Allentown-Pennsylvania/Logistics-Distribution-Scheduler_JR-2025-16830?q=Data%20Engineer,"Allentown, Pennsylvania",True
Packaged Gases Plant Manager,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Warsaw-Poland/Packaged-Gases-Plant-Manager_JR-2025-16477?q=Data%20Engineer,"Warsaw, Poland",False
EHS Area Lead,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Dhahran-Saudi-Arabia/EHS-Area-Lead_JR-2025-16813?q=Data%20Engineer,"Dhahran, Saudi Arabia",False
Sr Mechanical Technician,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Pennsylvania-United-States/Sr-Mechanical-Specialist_JR-2025-15170?q=Data%20Engineer,6 Locations,False
Diesel Mechanic,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Lancaster-Pennsylvania/Diesel-Mechanic_JR-2025-16182?q=Data%20Engineer,"Lancaster, Pennsylvania",True
Contract Administrator,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Jazan-Saudi-Arabia/Contract-Administrator_JR-2025-14723?q=Data%20Engineer,"Jazan, Saudi Arabia",False
Warehouse Officer,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Jazan-Saudi-Arabia/Warehouse-Officer_JR-2025-15028?q=Data%20Engineer,"Jazan, Saudi Arabia",False
Warehouse Officer,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Jazan-Saudi-Arabia/Warehouse-Officer_JR-2025-15974?q=Data%20Engineer,"Jazan, Saudi Arabia",False
JIGPC PD Project EH&S Supervisor,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Jazan-Saudi-Arabia/JIGPC-PD-Project-EH-S-Supervisor_JR-2025-16581?q=Data%20Engineer,"Jazan, Saudi Arabia",False
Operations Tech/Plant Operator,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Geismar-LA-Huntsman-0269/Operations-Tech-Plant-Operator_JR-2025-16749?q=Data%20Engineer,Geismar LA (Huntsman) (0269),True
Turnaround Planning Supervisor – E&I,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Gonzales-Louisiana/Turnaround-Planning-Supervisor_JR-2025-16667?q=Data%20Engineer,"Gonzales, Louisiana",True
Quality Specialist,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Bethlehem-Pennsylvania/Quality-Specialist_JR-2025-16482-1?q=Data%20Engineer,"Bethlehem, Pennsylvania",True
PLANT OPERATOR / OPERATIONS TECHNICIAN,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Carson-California/PLANT-OPERATOR---OPERATIONS-TECHNICIAN_JR-2025-16017?q=Data%20Engineer,"Carson, California",True
Process Tech,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Shanghai-China/Process-Tech_JR-2025-16391?q=Data%20Engineer,"Shanghai, China",False
EH&S Supervisor,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Dhahran-Saudi-Arabia/EH-S-Supervisor_JR-2025-16771?q=Data%20Engineer,"Dhahran, Saudi Arabia",False
EH&S Supervisor- NGHP,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Duba-Saudi-Arabia/EH-S-Supervisor--NGHP_JR-2025-16814?q=Data%20Engineer,"Duba, Saudi Arabia",False
Maintenance Technician,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/La-Porte-Texas/Maintenance-Technician_JR-2025-16661?q=Data%20Engineer,"La Porte, Texas",True
Baytown Maintenance Superintendent,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Baytown-Texas/Baytown-Maintenance-Superintendent_JR-2025-16829?q=Data%20Engineer,"Baytown, Texas",True
Site Supervisor-SMR/H2 Plant,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Texas-City-Texas/Site-Supervisor-SMR-H2-Plant_JR-2025-14747?q=Data%20Engineer,"Texas City, Texas",True
TECHNICIEN(NE) EN DISTILLATION CRYOGENIQUE,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Saint-Augustin-Quebec/TECHNICIEN-NE--EN-DISTILLATION-CRYOGENIQUE_JR-2025-16571-2?q=Data%20Engineer,"Saint-Augustin, Quebec",False
Process Tech,https://airproducts.wd5.myworkdayjobs.com/en-US/AP0001/job/Dalian-Liaoning/Lead-Process-Tech-_JR-2025-14766?q=Data%20Engineer,"Dalian, Liaoning",False
