Title,URL,Location,Confirmed_US
"Software Engineer, Backend",https://job-boards.greenhouse.io/clipboardhealth/jobs/5430189004,Remote (US),False
"Software Engineer, Backend",https://job-boards.greenhouse.io/clipboardhealth/jobs/5570020004,"Remote (UK, Canada, EMEA, India)",False
"Software Engineer, Frontend",https://job-boards.greenhouse.io/clipboardhealth/jobs/5570017004,Remote (US),False
"Software Engineer, Frontend",https://job-boards.greenhouse.io/clipboardhealth/jobs/5570021004,"Remote (UK, Canada, EMEA, India",False
"Software Engineer, Platform",https://job-boards.greenhouse.io/clipboardhealth/jobs/5549265004,Remote,False
